file,split,question_id,question_desc,mistake_agent,mistake_step,mistake_reason,standardized
11.json,Hand-Crafted,624cbf11-6a41-4692-af9c-36b3e5ca3130,What's the last line of the rhyme under the flavor name on the headstone visible in the background of the photo of the oldest flavor's headstone in the Ben & Jerry's online flavor graveyard as of the end of 2022?,WebSurfer,24,The agent should recognize that the website has clickable and expandable tabs containing the full rhyme for each flavor.,Failure to interact with dynamic website elements.
12.json,Hand-Crafted,2dfc4c37-fec1-4518-84a7-10095d30ad75,"According to Box Office Mojo's 2020 Worldwide Box Office list, how many of the top 10 highest-grossing worldwide movies are also on the top 10 highest-grossing domestic movies? Your answer should be a numerical integer value.",Assistant,16,"When listing the top 10 domestic movies, the assistant omitted 'Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train' and included 'Wonder Woman 1984' instead. This led to an incorrect count of common movies between the two lists.",Incorrect data selection from a specified source list.
13.json,Hand-Crafted,9baaa267c95f9d8b75741ee9169c50563d297cfa592c20deaffd30dbc5984c74,"Based on recent years (2020-2023), how likely am I to hit a day with a max temperature (in Fahrenheit) over 95 if I travel to Houston, Texas during June? (provide the answer in percentage)",WebSurfer,12,"The websurfer did not actually enter the location and click the view. Therefore the website keeps on the same page and the same OCR result. If the location is correctly entered, the website link will change.",Agent failed to execute required navigation action.
14.json,Hand-Crafted,8d46b8d6-b38a-47ff-ac74-cda14cf2d19b,What percentage of the total penguin population according to the upper estimates on english Wikipedia at the end of 2012 is made up by the penguins in this file that don't live on Dream Island or have beaks longer than 42mm? Round to the nearest five decimal places.,Orchestrator,14,The code is wrong.,Incorrect or flawed algorithmic implementation.
15.json,Hand-Crafted,efc0f3a47e9ed2ecdbcc037c2093865fe6e39f4d413a5d1ccdc7357160a4606b,Which Fidelity international emerging markets equity mutual fund with $0 transaction fees had the lowest percentage increase between May 2019 to May 2024?,WebSurfer,8,"WebSurfer should refer to the list of funds on Fidelity's official website to find the correct answer and should not rely on third-party websites, which may lack comprehensive information.",Reliance on unverified external data sources over primary authoritative sources.
16.json,Hand-Crafted,52f7224e9c79431e7926afe317782711a0028750693e7456cde22ef6f4bd8bd5,What is the highest rated (according to IMDB) Isabelle Adjani feature film that is less than 2 hours and is available on Vudu (now called Fandango at Home) to buy or rent?,Orchestrator,15,"The Orchestrator should let the Websurfer scroll down to check more movies. Moreover, there are search filters for keywords related to the runtime of the movie, but the agent fails to recognize based on the OCR. This can be achieved by scrolling down to explore further the page.",Failure to execute iterative exploration or apply available search filters.
17.json,Hand-Crafted,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,What is the closest eatery to Harkness Memorial State Park that is still open at 11pm on Wednesdays?,WebSurfer,8,WebSurfer did not retrieve a list of eateries near Harkness Memorial State Park sorted by distance and operating hours. The keyword it entered was insufficient.,Insufficient search parameters for targeted information retrieval.
18.json,Hand-Crafted,57d9dc6935e8a40b02e7f8ec81768fe70e68a0c05f6866927c9fda38db38a486,"How much will I save by getting annual passes for my family (2 adults, 1 kid age 5, 1 kid age 2) for the Seattle Children Museum, compared to buying daily tickets, if we visit 4 times in a year?",WebSurfer,16,There is no membership information.,Missing required external data or resource.
19.json,Hand-Crafted,6f224e7730ed027cbac73aebb1aea7f954053082041b02b19f4ff126a0a8a208,Which members of Fubo's Management Team joined the company during the same year Fubo's IPO happened?,Orchestrator,50,"The Orchestrator should not decide to replan. WebSurfer has already triggered the button for 2020, but the Orchestrator did not give it a chance to click.",Premature replanning interrupting sequential action execution.
20.json,Hand-Crafted,5f982798-16b9-4051-ab57-cfc7ebdb2a91,"I read a paper about multiwavelength observations of fast radio bursts back in March 2021 on Arxiv, and it had a fascinating diagram of an X-ray time profile. There was a similar burst-1 diagram in another paper from one of the same authors about fast radio bursts back in July 2020, but I can't recall what the difference in seconds in the measured time span was. How many more seconds did one measure than the other? Just give the number.",WebSurfer,3,"WebSurfer's inability to reliably access the requested documents resulted in the overall task failure, as the necessary time span data could not be extracted or compared. This underscores the need for enhanced fallback mechanisms and more robust search strategies.",Agent failed due to inability to access required information sources.
21.json,Hand-Crafted,840bfca7-4f7b-481a-8794-c560c340185d,"On June 6, 2023, an article by Carolyn Collins Petersen was published in Universe Today. This article mentions a team that produced a paper about their observations, linked at the bottom of the article. Find this paper. Under what NASA award number was the work performed by R. G. Arendt supported by?",WebSurfer,4,"WebSurfer encountered difficulties in locating and accessing the acknowledgment section of the paper, causing a delay in identifying the NASA award number associated with R.G. Arendt.",Failure to locate required information within a document's structural elements.
22.json,Hand-Crafted,b816bfce-3d80-4913-a07d-69b752ce6377,"In Emily Midkiff's June 2014 article in a journal named for the one of Hreidmar's sons that guarded his house, what word was quoted from two different authors in distaste for the nature of dragon depictions?",FileSurfer,4,"FileSurfer failed to access the article due to a 404 File Not Found error, leading to an incorrect guess (tricksy) instead of the correct word (fluffy) ",Resource access failure due to unavailable external data source.
23.json,Hand-Crafted,9bdca8677af1e25cb7b0c7992dc62670c3e58e4afcd5ae60bcaa2483556bba00,"What is the cheapest option to mail a DVD to Colombia from Hartford, Connecticut using FedEx, DHL, or USPS? (The answer should be a json object with the keys ""sender"" and ""price (usd)"")",WebSurfer,8,The WebSurfer did not return the useful information needed to answer the question.,Agent failed to retrieve required external data.
24.json,Hand-Crafted,42576abe-0deb-4869-8c63-225c2d75a95a,"In the fictional language of Tizin, basic sentences are arranged with the Verb first, followed by the direct object, followed by the subject of the sentence. I want to express my love for apples to my Tizin friend.",Orchestrator,1,The Orchestrator made an error when performing the translation.,Orchestrator misapplied linguistic transformation rules.
25.json,Hand-Crafted,42d4198c-5895-4f0a-b0c0-424a66465d83,I'm curious about how much information is available for popular video games before their release. Find the Wikipedia page for the 2019 game that won the British Academy Games Awards. How many revisions did that page have before the month listed as the game's release date on that Wikipedia page (as of the most recent entry from 2022)?,Orchestrator,18,The Orchestrator should count the total number of revisions. The task has not yet been fully completed.,Incomplete task execution due to missing final step.
26.json,Hand-Crafted,114d5fd0-e2ae-4b6d-a65a-870da2d19c08,"In the endnote found in the second-to-last paragraph of page 11 of the book with the doi 10.2307/j.ctv9b2xdv, what date in November was the Wikipedia article accessed? Just give the day of the month.",FileSurfer,32,FileSurfer didn't correctly extract the relevant information but directly gave a wrong answer.,Information extraction failure leading to incorrect direct output.
27.json,Hand-Crafted,5d0080cb-90d7-4712-bc33-848150e917d3,"What was the volume in m^3 of the fish bag that was calculated in the University of Leicester paper ""Can Hiccup Supply Enough Fish to Maintain a Dragon’s Diet?""",WebSurfer,4,WebSurfer failed to locate the specific volume in the University of Leicester paper due to incomplete data retrieval from the journal's website and insufficient progress in analyzing the full PDF.,Incomplete data retrieval and insufficient document analysis progress.
28.json,Hand-Crafted,557e78eceec08ca8b0da5f9fdaca6e1c7ec6140a8ce600983ee716327dab005e,Which bar is closest to Mummers Museum in Philadelphia and is wheel chair accessible?,WebSurfer,8,The searching result is wrong.,Incorrect or unreliable information retrieval.
29.json,Hand-Crafted,73c1b9fe-ee1d-4cf4-96ca-35c08f97b054,"According to the USGS, in what year was the American Alligator first found west of Texas (not including Texas)?",WebSurfer,12,It did not return anything useful.,Agent produced no actionable output.
30.json,Hand-Crafted,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,What's the lowest price a Single Family house was sold in Queen Anne in January 2023?,Assistant,82,"Assistant naviagtes the agents group to a wrong direction - contacting the offices for the result. Instead, the agents should solve the problems by themselves.",Incorrect delegation of problem-solving to external resources.
31.json,Hand-Crafted,0ec4371851b96837b0a81b3dd3df401415061bb532fbafeb4609f3337c358508,Which gyms (not including gymnastics centers) in West Virginia are within 5 miles (by car) of the Mothman Museum?,Orchestrator,9,"The list of gyms within 5 miles of 400 Main Street, Point Pleasant, WV 25550 is actually not shown in full at step 8. The Orchestrator then decides to search them one by one but does not confirm whether the list is complete.",Incomplete list verification before initiating iterative search.
32.json,Hand-Crafted,929b45f34805280d77c61d1e093e3d4e551d77ddb6ecd73552b12b1af286388d,The dog genome was first mapped in 2004 and has been updated several times since. What is the link to the files that were most relevant in May 2020?,Orchestrator,6,It provides incorrect instructions.,Incorrect or hallucinated procedural guidance provided.
33.json,Hand-Crafted,72e110e7-464c-453c-a309-90a95aed6538,"Under DDC 633 on Bielefeld University Library's BASE, as of 2020, from what country was the unknown language article with a flag unique from the others?",WebSurfer,8,WebSurfer failed to provide useful information and encountered errors during the process.,Agent failed to retrieve or process required information from external source.
34.json,Hand-Crafted,56137764-b4e0-45b8-9c52-1866420c3df5,Which contributor to the version of OpenCV where support was added for the Mask-RCNN model has the same name as a former Chinese head of government when the names are transliterated to the Latin alphabet?,WebSurfer,4,"WebSurfer returned general and unrelated information due to poorly refined queries and failed to identify the specific version of OpenCV where Mask-RCNN support was added. This failure caused subsequent steps to proceed based on incorrect or incomplete data, leading to the wrong final answer.",Insufficient query refinement leading to cascading information retrieval failure.
35.json,Hand-Crafted,4dbedc5e1a0205e14b7ff3ba89bce3060dab15d0ada3b7e1351a6f2aa8287aec,"How much did I save by purchasing a season pass instead of daily tickets for California's Great America in San Jose, if I planned to visit once a month in June, July, August, and September during the summer of 2024?",WebSurfer,12,"WebSurfer's OCR did not correctly extract the required information (the prices of daily and season passes), leading the Orchestrator to think that the required information is not on the current page, when in fact it is.",OCR extraction failure leading to missed on-page information.
36.json,Hand-Crafted,c7afe00869f98cf363fd83677ac41757ed5e57f03eacc3d1304feb0a92084bd1,What is the highest rated (according to IMDB) Daniel Craig movie that is less than 150 minutes and is available on Netflix (US)?,Orchestrator,9,"The Orchestrator should instruct WebSurfer to collect the full list of Daniel Craig's movies on IMDb. Instead, it only displayed 18% of the page, leading the Orchestrator to incorrectly conclude that the movie list was complete.",Incomplete data retrieval due to partial page processing.
37.json,Hand-Crafted,8b3379c0-0981-4f5b-8407-6444610cb212,What is the maximum length in meters of #9 in the first National Geographic short on YouTube that was ever released according to the Monterey Bay Aquarium website? Just give the number.,WebSurfer,4,The key word should include Monterey Bay Aquarium website.,Missing required external knowledge source.
38.json,Hand-Crafted,a9074997e698f912b9e751779ea19c1e92fa148404e90e0ae997acea3f9559b0,What are hikes in Yellowstone that have been recommended by at least three different people with kids and are highly rated on TripAdvisor (an average from 4.5/5 from at least 50 reviews)?,Orchestrator,3,"The Orchestrator should instruct WebSurfer to search for hikes on TripAdvisor to verify the ratings and review counts, instead of merely searching the web.",Orchestrator failed to specify required validation steps to a subordinate agent.
39.json,Hand-Crafted,291b53e665b4dd4365cde995042db4a6f6fecef3fe3a6f4482f23d61bd673918,What is the link to the GFF3 file for beluga whales that was the most recent one on 20/10/2020?,Orchestrator,30,The instrcution is wrong.,Instruction misinterpretation or ambiguity.
40.json,Hand-Crafted,6b06d186921b8b390c65aebd0d16f09f60a47d2f1288ebe36953f734e84c0a3c,"What's the smallest house (based on square footage) that has at least 2 beds and 2 baths and was sold in Prince Edward Island between June 1, 2022 and May 15 2024 according to Zillow?",WebSurfer,16,"WebSurfer makes two mistakes in this step, leading to failure. 1. It does not include the '2+ bathrooms' criterion in the search, resulting in invalid results. 2. It directly reaches a wrong conclusion by using intermediate search results.",Agent omitted critical search criteria and prematurely concluded from incomplete data.
41.json,Hand-Crafted,ebbc1f13-d24d-40df-9068-adcf735b4240,"The Latin root of the Yola word ""gimlie"" shares a spelling with a Spanish word. What is the Google translation of the source title for the 1994 example sentence for that word in the Collins Spanish-to-English dictionary online? Answer in plain text, without punctuation.",WebSurfer,8,"WebSurfer misinterpreted or failed to retrieve the correct Latin root, leading to confusion in identifying the related Spanish word, thereby derailing subsequent steps.",Agent misinterpreted source data causing cascading failure
42.json,Hand-Crafted,7673d772-ef80-4f0f-a602-1bf4485c9b43,"On Cornell Law School website's legal information institute, under the fifth section of federal rules alphabetically, what word was deleted in the last amendment to the first rule in the article that has ""witnesses"" in the most titles as of 2021?",Orchestrator,29,The Orchestrator should not directly draw a conclusion if enough information has not been gathered to answer the query. It should replan to address the query.,Premature conclusion without sufficient information gathering.
43.json,Hand-Crafted,db4fd70a-2d37-40ea-873f-9433dc5e301f,"As of May 2023, how many stops are between South Station and Windsor Gardens on MBTA’s Franklin-Foxboro line (not included)?",Assistant,12,The caculation is wrong.,Incorrect execution of a procedural or computational step.
44.json,Hand-Crafted,748899d9d70c09beb3bd48ac8a3658bdcfd2f9114fe6dc4c4b8d2f9541ef4607,"How much does it cost to send an envelope with 1-week delivery from Rio de Janeiro to NYC with DHL, USPS, or Fedex? (Format your answers as a list of jsons with the keys ""sender"" and ""price (usd)"" for each option you find)",WebSurfer,39,The retrieved information is not useful.,Insufficient or irrelevant information retrieved for task execution.
45.json,Hand-Crafted,a3fbeb63-0e8c-4a11-bff6-0e3b484c3e9c,How many slides in this PowerPoint presentation mention crustaceans?,Orchestrator,20,The Orchestrator encountered an error while processing the data.,Orchestrator failure during data processing phase.
46.json,Hand-Crafted,16d825ff-1623-4176-a5b5-42e0f5c2b0ac,"What time was the Tri-Rail train that carried the most passengers on May 27, 2019 scheduled to arrive in Pompano Beach? Express your answer in the 12-hour digital clock format without leading zero if any, and include whether it is AM or PM.",WebSurfer,32,"The search tool does not return the desired information regarding the passenger count of each train in 2019. Therefore, the train with the highest number of passengers and its scheduled arrival time at Pompano Beach cannot be determined.",External data source lacks required information for key parameter.
47.json,Hand-Crafted,0a3cd321-3e76-4622-911b-0fda2e5d6b1a,"According to the World Bank, which countries had gross savings of over 35% of GDP for every year in the period 2001-2010? Give your answer as a comma-separated list of countries in alphabetical order. Use the countries most common names in english when answering.",Orchestrator,51,The Orchestrator writes incorrect code.,Orchestrator generated incorrect or faulty instructions.
48.json,Hand-Crafted,2aa5dd83fbcd0dce9a3dd4592106e5b5edf738008d932e357d477bba80e59ccf,"Based on recent years (2020-2023), how likely am I to hit a rainy day (at least 0.5mm of precipitation) if I travel to Seattle during the first week of September? (provide the answer in percentage)",WebSurfer,4,The agent didn't find enough information to answer the question but directly gave the answer.,Insufficient information validation before generating final output.
49.json,Hand-Crafted,14569e28-c88c-43e4-8c32-097d35b9a67d,"In Unlambda, what exact charcter or text needs to be added to correct the following code to output ""For penguins""? If what is needed is a character, answer with the name of the character. If there are different names for the character, use the shortest. The text location is not needed. Code:",WebSurfer,12,The reasoning process is wrong.,Incorrect reasoning or flawed logical inference.
50.json,Hand-Crafted,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,Which restaurants (not takeaway only) within 1 blocks of Washington Square Park have vegan mains for under $15?,WebSurfer,5,The information it obtains is incorrect.,Incorrect or unreliable information retrieval.
51.json,Hand-Crafted,1f975693-876d-457b-a649-393859e79bf3,"Hi, I was out sick from my classes on Friday, so I'm trying to figure out what I need to study for my Calculus mid-term next week. My friend from class sent me an audio recording of Professor Willowbrook giving out the recommended reading for the test, but my headphones are broken :(",FileSurfer,5,"The agent should provide a transcription of the audio file to extract the page numbers, but it failed to transcribe the audio.",Agent lacks capability to process audio input.
52.json,Hand-Crafted,b36ef2d8f2643b80e74a44ce3403f674ecb2aed7fd36afeaa289061a59feef92,Which gyms near Tompkins Square Park (<200m) have fitness classes before 7am?,WebSurfer,4,The search results of WebSurfer did not include the gym 'Avea Pilates' which is near Tompkins Square Park.,Incomplete or outdated information retrieval from search results.
53.json,Hand-Crafted,72c06643-a2fa-4186-aa5c-9ec33ae9b445,"What is the volume in milliliters of a system comprised of 0.312 kg Freon-12 refrigerant when placed at the bottom of the Marianas Trench and allowed to stabilize at the Trench's peak temperature, rounded to the nearest mL? Provide your answer as just an integer value.",Assistant,24,The assistant agent makes calculations with factual errors. The density of liquid Freon-12 under the required conditions is not provided. The calculation is based on an approximation of the density.,Incorrect calculation due to missing or approximated parameter values.
54.json,Hand-Crafted,a0c07678-e491-4bbc-8f0b-07405144218f,"Who are the pitchers with the number before and after Taishō Tamai's number as of July 2023? Give them to me in the form Pitcher Before, Pitcher After, use their last names only, in Roman characters.",WebSurfer,15,"The agent provides information about the current roster, but the question asks for the roster as of July 2023. THe agent should search for the roster of Hokkaido Nippon-Ham Fighters in 2023.",Temporal scope mismatch between query and data retrieval.
55.json,Hand-Crafted,cca4776df3c73e7f9430a2e624aafad056b14322a0b7ca6c0c22b7e7f3f0890a,Which member of Apple’s Board of Directors did not hold C-suite positions at their companies when they joined the board?,Orchestrator,18,"The Orchestrator should instruct WebSurfer to search for the professional history of each board member to determine whether they held C-suite positions before joining Apple's Board. Instead, it repeatedly instructs WebSurfer to scroll on the same page.",Orchestrator issued repetitive navigation commands instead of varied information retrieval instructions.
56.json,Hand-Crafted,08cae58d-4084-4616-b6dd-dd6534e4825b,"According to Google Finance, when was the first year the Apple stock went above $50 (without adjusting for stock split)?",WebSurfer,4,"The page retrieved by WebSurfer does not provide relevant information to address the question, causing the Orchestrator to rely on its own assumptions and make a guess.",Insufficient information retrieval leading to speculative reasoning.
57.json,Hand-Crafted,3af8028c2a59e28ca88baff0e6d91f2a9f170c5ef91003f1c8406755a2760ad4,"Which Magic: The Gathering Standard card (non-foil paper version released in its original set) that was banned at the same time as Oko, Thief of Crowns (including Oko, Crown of Thorns) had the highest price decrease from its all-time high to its all-time low?",WebSurfer,12,"WebSurfer's query is not concise enough to retrieve complete information to answer the original question, which leads to reaching the maximum time limit.",Agent query formulation insufficient for information retrieval within constraints.
58.json,Hand-Crafted,7619a514-5fa8-43ef-9143-83b66a43d7a4,"According to github, when was Regression added to the oldest closed numpy.polynomial issue that has the Regression label in MM/DD/YY?",Orchestrator,22,It failed to extract useful information from the Issue page.,Information extraction failure from source content.
